station_id,station_name,operator,latitude,longitude,address,town,postcode,status,total_ports,max_power_kw,district,state,source
,Gentari Charging Station,Unknown,2.8952773000000005,101.67793,"Pr Putrajaya, Pusat Konvensyen Antarabangsa Putrajaya, Presint 5, 62000 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Virta Global Charging Station,Unknown,2.8954915,101.6862123,"Presint 5, 62200 Putrajaya, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,JomCharge Charging Station,Unknown,2.917939,101.6572343,"Jalan Teknokrat 7, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Gentari Charging Station,Unknown,2.9188849,101.6840081,"Kompleks Perbadanan Putrajaya, 24, Persiaran Perdana, Presint 3, 62675 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,2.9136083,101.8384239,"1, Lingkaran Eco Majestic, 43700 Semenyih, Selangor, Malaysia",,,OPERATIONAL,1.0,22.0,Sepang,Selangor,Google_Maps
,JomCharge Charging Station,Unknown,2.9193164,101.6358439,"Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,5.0,22.0,Sepang,Selangor,Google_Maps
,chargEV Charging Station,Unknown,2.9224144,101.6510632,"Persiaran Multimedia, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Electric Vehicle Charging Station,Unknown,2.9277162,101.6432757,"6, Persiaran Newron, 63100 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Sepang,Selangor,Google_Maps
,Gentari Charging Station,Unknown,2.9313244,101.6701622,"Putrajaya Sentral, Presint 7, 62000 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Virta Global Charging Station,Unknown,2.9313253,101.6701606,"7 Putrajaya Sentral, Presint 7, 62000 Presint, Wilayah Persekutuan Putrajaya, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,2.924044,101.8433722,"No.1, Persiaran Ecohill Barat, 43500 Semenyih, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Sepang,Selangor,Google_Maps
,DRG Resources Berhad,Unknown,2.9398293,101.6242125,"7, Jln NPT 7/1F, Bandar Nusaputra Timur, 47130 Puchong, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Sepang,Selangor,Google_Maps
,chargEV Charging Station,Unknown,2.934298,101.645605,"Persiaran Semarak Api, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Sepang,Selangor,Google_Maps
,chargEV Charging Station,Unknown,2.936038,101.634404,"Jalan Setia 4, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Sepang,Selangor,Google_Maps
,JomCharge Charging Station,Unknown,2.9374897,101.6349027,"6, Jln Setia Marina 3/4, Setia Eco Glades, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,Sepang,Selangor,Google_Maps
,Gentari Charging Station,Unknown,2.9362168,101.6615553,"Persiaran APEC, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Gentari Charging Station,Unknown,2.9380201,101.69483900000002,"Presint 1, 62000 Putrajaya, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,ChargEV Charging Station,Unknown,2.9343668000000003,101.7085416,"Putrajaya Perdana Berhad, 5, Jalan P16, Presint 16, 62150 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,JomCharge Charging Station,Unknown,2.9490881,101.758984,"Persiaran Kemajuan, Seksyen 1, Banda, 43650 Bandar Baru Bangi, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Well Build Construction & Engineering Sdn Bhd,Unknown,2.9692263,101.4532944,"38, Jalan Delima 19, Bandar Parklands, 41200 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Klang,Selangor,Google_Maps
,ChargeSINI Charging Station,Unknown,2.9666928,101.5932163,"X2 Residency, Jalan Putra Prima Utama, Taman Putra Prima, 47130 Puchong, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,Sepang,Selangor,Google_Maps
,ChargeSINI Charging Station,Unknown,2.9608556,101.7523055,"35 & 36-G-01, Jalan Medan PB2B, Seksyen 9, 43650 Bandar Baru Bangi, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,EVLUTION Charging Station,Unknown,2.9733212,101.4606752,"37, Jln Jed 3, Bandar Parklands, 41200 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Klang,Selangor,Google_Maps
,chargEV Charging Station,Unknown,2.9733202,101.4606754,"Bandar Parklands, 42000 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Klang,Selangor,Google_Maps
,Shell Recharge Charging Station,Unknown,2.9744855,101.655071,"Sierra Alfresco, Jln Sierra 10/1, Bandar 16 Sierra, 47110 Puchong, Selangor, Malaysia",,,OPERATIONAL,4.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,2.973545,101.674255,"Lebuhraya Lembah Klang Selatan, 43400 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,TNB Electron Charging Station,Unknown,2.9714052,101.7324241,"Lakeside Parking, UNITEN Mosque, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,JomCharge Charging Station,Unknown,2.9823134,101.719939,"Unipertama Golf Club, Persiaran Golf, Universiti Putra Malaysia, 43400 Serdang, 43400 Seri Kembangan, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,TNB Electron Charging Station,Unknown,2.9775505,101.7303647,"TNB Electron, beside, UNITEN Mosque, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,2.9809015,101.7439651,"SILK, Taman Perindustrian Selaman, 43650 Bandar Baru Bangi, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Gentari Charging Station,Unknown,2.9947939,101.4445936,"AEON Bukit Tinggi Mall, Bandar Bukit Tinggi 2, 41200 Pelabuhan Klang, Selangor, Malaysia",,,OPERATIONAL,4.0,22.0,Klang,Selangor,Google_Maps
,Gentari Charging Station,Unknown,2.9950511,101.4441862,"Bandar Bukit Tinggi 2, 41200 Port Klang, Sela, Bandar Bukit Tinggi 2, 41200 Port Klang, Selangor, Malaysia",,,OPERATIONAL,6.0,22.0,Klang,Selangor,Google_Maps
,ChargEV Charging Station,Unknown,2.994566,101.444148,"g18, Persiaran Batu Nilam 1, Bandar Bukit Tinggi 2, 41200 Klang, Selangor, Malaysia",,,CLOSED_TEMPORARILY,10.0,22.0,Klang,Selangor,Google_Maps
,DC Handal Charging Station,Unknown,2.9861795,101.491095,"WCE E32, 3204, SAE Toll Plaza, Batu 6, Jalan Kebun, Kampung Jawa, 42000 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Klang,Selangor,Google_Maps
,ChargeSINI Charging Station,Unknown,2.9933129,101.7569378,"Persiaran Jade Hills Utama, Jade Hills, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,CentRoy Bimmers Autoworks (HQ),Unknown,2.9904434,101.7703601,"Lot 147, Kampung Baru, Jalan Sungai Chua, Sungai Chua, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,2.99157,101.79362,"1 2, Jalan Jelok 6, Bandar Kajang, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,ChargeSini Charging Station,Unknown,2.9868842,101.8086941,"8, Jalan Damai Mewah 1, Taman Damai Mewah, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Sepang,Selangor,Google_Maps
,Virta Charging Station,Unknown,2.9982526,101.4452919,"1, Jalan Remia 5, Bandar Botanik, 41200 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Klang,Selangor,Google_Maps
,ChargEV Charging Station,Unknown,3.0022283,101.4419131,"82623, Jalan Langat, Bandar Bukit Tinggi 2, 41200 Pelabuhan Klang, Selangor, Malaysia",,,CLOSED_TEMPORARILY,2.0,22.0,Petaling,Selangor,Google_Maps
,chargEV Charging Station,Unknown,2.9981854,101.4451299,"Jalan Remia 5, Bandar Botanik, 41200 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Klang,Selangor,Google_Maps
,Electric Vehicle Charging Station,Unknown,3.0164001,101.4676729,"Hicom Town Centre, No 43, Jalan Kota Raja F27/F, Seksyen 27, 40400 Shah Alam, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Petaling,Selangor,Google_Maps
,chargEV Charging Station,Unknown,3.0112066,101.7748456,"Lebuhraya Cheras - Kajang, 43000 Cheras, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,ChargeSINI Charging Station,Unknown,3.0190647,101.7764885,"Lot 4711 Batu 12 Cheras, Jalan Seksyen 3/4, Taman Delima, 43000 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,X MILES Sdn Bhd (KPB 5),Unknown,3.0277384000000005,101.7385195,"Lot 1909, Jalan KPB 5 Kawasan Perindustrian, Kampung Baru Balakong, 43300 Seri Kembangan, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,3.025525,101.771709,"74, Lebuhraya Cheras - Kajang, Kampung Sungai Sekamat, 43200 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,GO TO-U Charging Station,Unknown,3.0341325,101.7682858,"42A-G, Jalan Tengah, Taman Sri Indah, 43200 Cheras, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,JomCharge Charging Station,Unknown,3.0346636,101.7795205,"Jalan Besar Bandar Sungai Long, 43200 Cheras, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,chargEV Charging Station,Unknown,3.0445595,101.4445389,"Lorong Perbandaran, Kawasan 1, 41200 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Petaling,Selangor,Google_Maps
,Din Aircond Enterprise,Unknown,3.0552467,101.4104923,"22, jln 4l/ku4, tmn dagang, Kampung Rantau Panjang, 42100 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Petaling,Selangor,Google_Maps
,Virta Global Charging Station,Unknown,3.0621396,101.4628126,"102, Persiaran Rajawali, Bandar Baru Klang, 41150 Klang, Selangor, Malaysia",,,OPERATIONAL,4.0,22.0,Petaling,Selangor,Google_Maps
,Nissan Charging Station,Unknown,3.0582803,101.4800371,"Jalan Batu Tiga Lama, Kawasan Perindustrian Sungai Rasau, 41300 Klang, Selangor, Malaysia",,,OPERATIONAL,1.0,22.0,Petaling,Selangor,Google_Maps
,Tesla Supercharger,Unknown,3.050227,101.670882,"2, Persiaran Jalil 8, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,6.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,EVC Charging Station,Unknown,3.0541033,101.6701699,"1, Persiaran Jalil 1, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Shell Recharge Charging Station,Unknown,3.0516407,101.6702823,"Persiaran Jalil 8, 2 Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,4.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.0535336,101.6702223,"Persiaran Jalil 1, 1 Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,6.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,QuickCharge Charging Station,Unknown,3.0530595,101.6777749,"G10, Jalan Jalil Perkasa 3, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.0490631,101.7587038,"2QX5+JFG, 43200 Cheras, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Powered by RISE Charging Station,Unknown,3.0497109,101.7839748,"NO A-G-01, MAHKOTA GARDEN, Jalan Mahkota Garden, Bandar Mahkota Cheras, 43200 Kajang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,Powered By RISE Charging Station,Unknown,3.0498572,101.7832368,"A-G, 01, Jalan Mahkota Garden, Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Putrajaya,W.P. Putrajaya,Google_Maps
,JomCharge Charging Station,Unknown,3.0503384,101.7835786,"Persiaran Mahkota Residence, Bandar Mahkota Cheras, 43200 Cheras, Selangor, Malaysia",,,OPERATIONAL,3.0,22.0,Hulu Langat,Selangor,Google_Maps
,Sgmv Sdn. Bhd.,Unknown,3.0642621,101.4683839,"Jln Tiara 2C, Bandar Baru Klang, 41150 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Petaling,Selangor,Google_Maps
,chargEV Charging Station,Unknown,3.063037,101.771346,"219, Lebuhraya Cheras - Kajang, Taman Kota Cheras, 43200 Cheras, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Hulu Langat,Selangor,Google_Maps
,chargEV Charging Station,Unknown,3.0807895,101.4267089,"22, Jalan Inang 9c, Bandar Bukit Raja, 41050 Klang, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Petaling,Selangor,Google_Maps
,EV Connection Sdn Bhd,Unknown,3.0903646,101.6070723,"P2-L1-01, Building 2, Sunway REIT Industrial, Lot 3, Jln SS 8/6, Sungai Way Free Trade Industrial Zone, 47300 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,4.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.0958263,101.5991331,"9, Jalan SS 7/13b, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,TESRA MALAYSIA BERHAD,Unknown,3.0878298,101.6137421,"NO. P-3-28-R309, Floor 3, Pusat Perdagangan Icon City Building, Jalan Ss 8/39, Section, Ss 8, 47300 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Chargesini Charging Station,Unknown,3.0874085,101.6251372,"Cycle & Carriage, Jalan 51a/219, Ss 9a, 46100 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Gentari Charging Station,Unknown,3.0989947,101.6352978,"51, Jalan 51A/221, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,8.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Eon,Unknown,3.098893,101.632311,"Lot 17, Jalan 51a/227, Seksyen 51a, 46300 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Electric Vehicle Charging Station,Unknown,3.0905224,101.6731018,"357, Jln Klang Lama, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,4.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Hyundai Charging Station,Unknown,3.1004114,101.6762118,"Jln Klang Lama, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,1.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Autel Charging Station,Unknown,3.0956311,101.7386473,"Taman Mutiara Barat, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,3.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,EVPower Charging Station,Unknown,3.1000891,101.7355878,"Ground Level Car Park, Arte Cheras, Jln Cheras, Taman Midah, 56000 Cheras, Taman Midah, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Powered by RISE Charging Station,Unknown,3.0909361,101.7442225,"Cheras Plaza, Jalan Manis 1, Taman Segar, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Electric Vehicle Charging Station,Unknown,3.1003688000000005,101.7610914,"4Q26+4C, 56100 Hulu Langat, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,Hulu Langat,Selangor,Google_Maps
,JomCharge Charging Station,Unknown,3.1083057,101.5944169,"F-G-1, Parklane Commercial Hub, Jalan SS 7/26, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.1104719,101.638737,"Jalan Kemajuan, Seksyen 12 Petaling Jaya, 46200 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Shell Recharge Charging Station,Unknown,3.107334,101.639859,"Block 5-17-02, Vsq Pj, Jln Utara, Pjs 52, 46100 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Electric Vehicle Charging Station,Unknown,3.1129006,101.6388191,"2a, Jalan 13/2, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.1128442,101.5745501,"Block G, No. 2, Jln PJU 1A/7, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,4.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,BMW Destination Charging Station,Unknown,3.11399,101.57636,"79, Jalan PJU 1a/2, Taipan 2 Damansara, 47301 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,NISSAN Charging Station,Unknown,3.115215,101.6429579,"32, Jalan Kemajuan, Pjs 13, 46200 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Charge+ Charging Station,Unknown,3.115753,101.665253,"59100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,OPERATIONAL,1.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,GO TO-U Charging Station,Unknown,3.1204125,101.6694725,"Jalan Api - Api 1, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,20.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Gentari Go Charging Station,Unknown,3.117641,101.6782057,"The Boulevard Office Mid Valley City, Mid Valley City, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,4.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Volvo Charging Station,Unknown,3.1211122,101.6792443,"1, Jln Syed Putra, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,chargEV Charging Station,Unknown,3.1189429,101.67355,"PILLAR KL ECO City Mall #2, Basement 1 Kuala Lumpur 59200, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.1192383,101.6772663,"Lingkaran Syed Putra, 15, Bandar, Mid Valley City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,OPERATIONAL,1.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Chargeplus Charging Station,Unknown,3.118388,101.673783,"59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,OPERATIONAL,6.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,GO TO-U Charging Station,Unknown,3.1215686,101.6731392,"Jalan Bangsar, 129, Bandar, Bangsar, 59000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,chargEV Charging Station,Unknown,3.115282,101.707862,"330, Jln Sungai Besi, Chan Sow Lin, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,GO TO-U Charging Station,Unknown,3.1153955,101.7080921,"Lebuhraya Sungai Besi, 330, Bandar, Chan Sow Lin, 57100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Virta Global Charging Station,Unknown,3.1236232000000004,101.7117145,"8, Jalan dua ,off jalan Chan Sow Lin, Chan Sow Lin, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,3.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Porsche Sales & Marketplace Charging Station,Unknown,3.1214395,101.7090041,"Jln Sungai Besi, Bandar, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,3.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,EVPower Charging Station,Unknown,3.1243752,101.7097387,"Jalan Dua, Chan Sow Lin, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,chargEV Charging Station,Unknown,3.1232036,101.71946950000002,"85, Jln Loke Yew, Taman Miharja, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,ChargeSINI Charging Station,Unknown,3.1222378,101.7397881,"Level SB C13, Jalan 4/91, Taman Shamelin Perkasa, 56100 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,BMW Destination Charging Station,Unknown,3.130128,101.58475,"Lot 2813, Jalan Kelab Tropicana, Tropicana, 47410 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,EV Connection Charging Station,Unknown,3.1326597,101.6110269,"Lebuhraya Damansara - Puchong, Kampung Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,EVC Charging Station,Unknown,3.1314156,101.6117964,"LOT 13639 JALAN KENANGA, OFF, Lebuhraya Damansara - Puchong, Kampung Sungai Kayu Ara, 47400 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,chargEV Charging Station,Unknown,3.130799,101.627043,"Lot G-40, Jalan SS 20/27, Damansara Intan, 47300 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,SafevCharge Charging Station,Unknown,3.1339499,101.6214456,"94A, Jalan SS 21/39, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.137939,101.6477348,"Jalan Bukit Kiara 1, Bukit Kiara, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,3.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,JomCharge Charging Station,Unknown,3.1293884,101.6695786,"Lorong Terasek Kanan, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,chargEV Charging Station,Unknown,3.138484,101.659756,"9, Jalan Medang Tanduk, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,ChargEV Charging Station,Unknown,3.1324519,101.683543,"1, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,CLOSED_TEMPORARILY,2.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
,Charge+ Charging Station,Unknown,3.136392,101.68638,"1, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,OPERATIONAL,4.0,22.0,WP Kuala Lumpur,W.P. Kuala Lumpur,Google_Maps
