series,model,variant,h,origin,origin_month,converged,MASE,MAE,RMSE,MAPE
full_2020_2026,ETS,tuned,6,36,2023-01,True,3.252347446360699,290.88470044914277,317.2938229348257,55.67380329463539
full_2020_2026,ETS,tuned,6,37,2023-02,True,3.1490405930334853,305.5325657968536,308.41742012012423,52.19966011374109
full_2020_2026,ETS,tuned,6,38,2023-03,True,2.26040269668141,254.97739601529122,286.7664488203446,46.48811790207543
full_2020_2026,ETS,tuned,6,39,2023-04,True,2.7940292036058203,331.5976822953102,366.8680644694352,48.63585949463481
full_2020_2026,ETS,tuned,6,40,2023-05,True,2.217408242635838,300.555869202769,304.35887394968483,43.093191777247995
full_2020_2026,ETS,tuned,6,41,2023-06,True,2.7490011874862095,403.1376884647538,431.52988378449885,45.40345911117552
full_2020_2026,ETS,tuned,6,42,2023-07,True,1.5289543608234708,241.76425776280257,288.06085199740187,32.39894601831074
full_2020_2026,ETS,tuned,6,43,2023-08,True,1.2809177027927252,220.55352219935762,347.23475414851447,35.04852105277039
full_2020_2026,ETS,tuned,6,44,2023-09,True,1.7548166971983306,307.32388729602275,350.1844353021138,26.745626901655772
full_2020_2026,ETS,tuned,6,45,2023-10,True,1.1073545615395923,210.09715790012743,247.47169423478618,18.35350591048721
full_2020_2026,ETS,tuned,6,46,2023-11,True,0.7690251696188303,157.76537768046973,193.80635105074097,13.93646452101934
full_2020_2026,ETS,tuned,6,47,2023-12,True,1.946678411355868,462.659811791297,504.50433767931065,41.548244326817205
full_2020_2026,ETS,tuned,6,48,2024-01,True,10.024925354703532,2498.0893169294523,2614.736969784959,214.75585450196567
full_2020_2026,ETS,tuned,6,49,2024-02,True,2.33491083789386,587.7238787891054,656.2869167349493,46.94196966589377
full_2020_2026,ETS,tuned,6,50,2024-03,True,1.2484072004909084,333.51591571293454,392.2964344393073,29.49268178745232
full_2020_2026,ETS,tuned,6,51,2024-04,True,3.241276200860749,892.1920523257091,898.3081657006059,79.60643470588919
full_2020_2026,ETS,tuned,6,52,2024-05,True,2.082572937693647,604.0450770746567,679.6435536818276,55.9291959615419
full_2020_2026,ETS,tuned,6,53,2024-06,True,2.2120563087532537,660.8822236881898,780.060865164989,54.83474733685667
full_2020_2026,ETS,tuned,6,54,2024-07,True,1.7282779693854204,528.5467709218188,679.9507575717108,42.80911444606448
full_2020_2026,ETS,tuned,6,55,2024-08,True,1.835146320422289,565.0777190377559,703.8935075837511,45.732320282385274
full_2020_2026,ETS,tuned,6,56,2024-09,True,1.3373619626328952,414.1904169461982,549.131052569165,31.404832449329902
full_2020_2026,ETS,tuned,6,57,2024-10,True,1.2993638477691616,397.0548548167698,523.2572633775377,27.080682827990856
full_2020_2026,ETS,tuned,6,58,2024-11,True,1.5014648687315915,453.90552748763866,571.888254570592,25.720142987315636
full_2020_2026,ETS,tuned,6,59,2024-12,True,1.8890357576012398,569.0767975936996,631.3857677947964,30.635471427328703
full_2020_2026,ETS,tuned,6,60,2025-01,True,0.9610745932079509,287.1188954597556,343.30110167512504,15.887663506879775
full_2020_2026,ETS,tuned,6,61,2025-02,True,3.1659618593353462,972.575502657381,1026.78231256834,49.5209128503078
full_2020_2026,ETS,tuned,6,62,2025-03,True,1.9903212939757078,617.1079980274119,656.4470515605566,28.87044869583933
full_2020_2026,ETS,tuned,6,63,2025-04,True,1.111406748600658,355.413961219799,477.66210127745575,15.17353302769832
full_2020_2026,ETS,tuned,6,64,2025-05,True,2.009729838728147,671.6006672299155,867.7952817061238,24.879795027201382
