h3_index,district,lat,lon,pop_est,activity_score,pop_n,act_n,equity_mult,demand_pressure,supply_raw,supply_n,supply_gap,nearest_station_km,stations_2km,stations_5km,cdi
8865050241fffff,Sepang,2.837372218631549,101.66384650076515,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.22878808830354366,0.0133829590882612,0.9866170409117389,3.84,0,2,0.0
8865051763fffff,Sepang,2.75288634662203,101.65157084727164,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.46430711973258354,0.027159644690616158,0.9728403553093838,3.73,0,6,0.0
8865051729fffff,Sepang,2.7609528732039577,101.64781251139844,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.33589131156551383,0.01964796206881039,0.9803520379311896,3.94,0,6,0.0
8865051259fffff,Sepang,2.7054671645390123,101.75968202881415,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.009496344524563929,0.00055548866727562,0.9994445113327244,9.33,0,0,0.0
8865058c09fffff,Sepang,2.6252885074721837,101.6938119333326,644.8669201520912,1.0,0.026857853995183843,0.0033767812521104876,0.8074238578680203,0.012206082916301406,0.0006024243493978782,3.5238811957148994e-05,0.9999647611880429,13.33,0,0,1.0734331201798089
88650511c7fffff,Sepang,2.8404616298542087,101.72264455223213,2901.9011406844106,27.6,0.12086034297832729,0.09319916255824946,0.8074238578680203,0.08641837588683184,0.20852873848422368,0.01219788843271636,0.9878021115672836,3.55,0,2,7.507408190589399
88650518ebfffff,Sepang,2.955832816020177,101.73778575211811,967.3003802281368,3.2,0.04028678099277576,0.010805700006753561,0.8074238578680203,0.020626644058344242,3.6568113710784913,0.21390517896063818,0.7860948210393618,1.51,3,21,1.4259933128342535
88650518cdfffff,Sepang,2.9396858706134856,101.74529995819884,9350.570342205325,195.2,0.3894388829301658,0.6591477004119671,0.8074238578680203,0.4233269122153757,2.0585382336355003,0.12041419274334952,0.8795858072566505,1.84,1,18,32.746739986370194
8865051745fffff,Sepang,2.7367544210547385,101.65908682465287,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.6425166380552898,0.037584010358147166,0.9624159896418528,2.97,0,6,0.0
8865051005fffff,Sepang,2.800120064066643,101.7414245581124,644.8669201520912,1.4,0.026857853995183843,0.004727493752954682,0.8074238578680203,0.012751381665452496,0.07298978987615447,0.004269537715081415,0.9957304622849186,5.6,0,0,1.1166395813511556
8865051813fffff,Sepang,2.947045398512558,101.7504807445734,644.8669201520912,12.9,0.026857853995183843,0.043560478152225295,0.8074238578680203,0.02842872070354636,3.065859836609583,0.17933746930588654,0.8206625306941134,0.97,4,18,2.0518041387045254
8865058d15fffff,Sepang,2.686241587484053,101.70842626217959,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.041159136617789575,0.0024076036718013857,0.9975923963281986,7.03,0,0,0.0
886505013dfffff,Sepang,2.9784061612105917,101.64980759560108,2901.9011406844106,9.6,0.12086034297832729,0.03241710002026068,0.8074238578680203,0.06187993217503274,2.4036562999039104,0.1406018738229786,0.8593981261770214,0.73,3,8,4.676901366823877
88650510e9fffff,Sepang,2.7956069369781336,101.70050811133164,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.5129211364894715,0.030003321571688286,0.9699966784283117,2.81,0,4,0.0
88650511c5fffff,Sepang,2.8397499480196684,101.73158002235601,644.8669201520912,1.0,0.026857853995183843,0.0033767812521104876,0.8074238578680203,0.012206082916301406,0.12445456663827807,0.0072799698009520675,0.992720030199048,4.39,0,2,1.0656561119368977
8865058c97fffff,Sepang,2.640424113978517,101.60073089624834,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.0002159024356153866,1.2629212841986552e-05,0.999987370787158,14.88,0,0,0.0
88650501edfffff,Sepang,2.9724710935751135,101.6267428480358,1289.7338403041824,4.3,0.053715707990367685,0.014520159384075098,0.8074238578680203,0.02754763364022159,1.0191051331810799,0.05961255415493643,0.9403874458450636,3.11,0,9,2.2782695246067908
88650518bdfffff,Sepang,2.9734093386196783,101.71239209670267,322.4334600760456,22.2,0.013428926997591921,0.07496454379685283,0.8074238578680203,0.03568549859959738,6.579379413314325,0.38486079484047064,0.6151392051595294,0.35,8,19,1.9305415618885557
8865051023fffff,Sepang,2.8162555670786396,101.7339132518338,322.4334600760456,26.7,0.013428926997591921,0.09016005943135003,0.8074238578680203,0.04182010952754715,0.13276221639326388,0.007765925768393298,0.9922340742316067,4.32,0,2,3.6493312197852914
8865050365fffff,Sepang,2.9190338855255527,101.71188284695243,0.0,0.9,0.0,0.003039103126899439,0.8074238578680203,0.0012269221855899543,1.479198919684341,0.08652573992082735,0.9134742600791727,1.74,1,9,0.09856604108602517
8865058d33fffff,Sepang,2.702368245472488,101.70091510176623,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.15305935880362795,0.008953207101528622,0.9910467928984714,5.06,0,0,0.0
886505036bfffff,Sepang,2.9043148753855346,101.70152267440292,967.3003802281368,2.0,0.04028678099277576,0.006753562504220975,0.8074238578680203,0.01899074781089097,1.4806429093610143,0.08661020609609935,0.9133897939039006,1.96,1,13,1.5254999602867751
88650512b9fffff,Sepang,2.750047524235548,101.6873105204793,0.0,0.6,0.0,0.0020260687512662925,0.8074238578680203,0.0008179481237266361,3.3567209846176698,0.19635139198438037,0.8036486080156197,0.56,6,6,0.057810395014691124
88650512abfffff,Sepang,2.7566936465103486,101.70142222262602,322.4334600760456,9.4,0.013428926997591921,0.031741743769838585,0.8074238578680203,0.018235938626762472,1.4251216836010583,0.08336249202853048,0.9166375079714695,2.05,0,6,1.470075790757847
8865058c4bfffff,Sepang,2.6091682212678426,101.70132186093743,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.000174016915153728,1.0179119347673185e-05,0.9999898208806524,15.2,0,0,0.0
8865051ab5fffff,Sepang,2.924967052493755,101.73493880824752,1612.1673003802282,6.5,0.06714463498795961,0.02194907813871817,0.8074238578680203,0.03596819478226443,1.031158832867052,0.06031763531084665,0.9396823646891533,3.11,0,10,2.972444109538592
8865050229fffff,Sepang,2.868942373791575,101.65774836308474,1289.7338403041824,4.2,0.053715707990367685,0.014182481258864049,0.8074238578680203,0.02741130895293381,0.6314097840896159,0.036934314942078585,0.9630656850579215,3.69,0,6,2.321665581043049
88650512d7fffff,Sepang,2.726561071507079,101.68964662362886,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,1.082298549512611,0.06330905300539358,0.9366909469946064,2.11,0,6,0.0
88650512e7fffff,Sepang,2.7552735567436577,101.71928967422392,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.4364729794344481,0.025531486670550656,0.9744685133294494,3.89,0,6,0.0
8865050027fffff,Sepang,2.941597186825755,101.6239051244345,5481.368821292776,22.6,0.2282917589590627,0.07631525629769703,0.8074238578680203,0.12297348569613792,3.19230542792923,0.18673390409438256,0.8132660959056175,0.2,3,17,8.795451341831862
8865051ad5fffff,Sepang,2.885321299273495,101.7447853781287,322.4334600760456,1.2000000000000002,0.013428926997591921,0.004052137502532586,0.8074238578680203,0.007057314269165113,0.13034638459197506,0.007624611688624103,0.992375388311376,5.76,0,0,0.615927254534339
88650510a5fffff,Sepang,2.827880390530014,101.68547868852417,644.8669201520912,1.9,0.026857853995183843,0.006415884379009927,0.8074238578680203,0.013433005101891361,0.9060465303062006,0.05299919124749767,0.9470008087525024,1.21,2,2,1.1187614912217765
8865058dedfffff,Sepang,2.6950135943192097,101.69573841080845,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.10010945610612557,0.005855902574957647,0.9941440974250424,5.68,0,0,0.0
88650511cdfffff,Sepang,2.8316810089288103,101.7353361467499,1612.1673003802282,11.6,0.06714463498795961,0.039170662524481654,0.8074238578680203,0.04292075383394083,0.11180504280837279,0.006540035912099404,0.9934599640879006,4.51,0,2,3.750003651035217
8865058d55fffff,Sepang,2.6694079101074526,101.72486755499503,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.008016015629133509,0.0004688968294242026,0.9995311031705758,9.49,0,0,0.0
8865051647fffff,Sepang,2.6859713573116917,101.61391590202378,0.0,0.0,0.0,0.0,0.8074238578680203,0.0,0.0049461734824600805,0.000289326414893517,0.9997106735851065,10.22,0,0,0.0
