name,latitude,longitude,poi_type,category,district,state
Unknown,3.029307677619235,101.42942888792632,retail,shopping,Klang,Selangor
Unknown,3.0292812603217745,101.42937800770532,retail,shopping,Klang,Selangor
Unknown,3.0292547276350983,101.42932718792534,retail,shopping,Klang,Selangor
Unknown,3.029228284462943,101.42927631643543,retail,shopping,Klang,Selangor
Unknown,3.029201800004289,101.4292254999998,retail,shopping,Klang,Selangor
Unknown,3.023437018249715,101.42082783742624,retail,shopping,Klang,Selangor
Unknown,3.023481092073015,101.4208788830294,retail,shopping,Klang,Selangor
Unknown,3.023525050003936,101.42091824999892,retail,shopping,Klang,Selangor
Unknown,3.023569021014914,101.42095757489732,retail,shopping,Klang,Selangor
Unknown,3.0236129869359805,101.42099694206205,retail,shopping,Klang,Selangor
Unknown,3.0236611057895075,101.42103565676112,retail,shopping,Klang,Selangor
Unknown,3.022779600003869,101.42025734999916,retail,shopping,Klang,Selangor
Unknown,3.0228355079495834,101.42030681719407,retail,shopping,Klang,Selangor
Unknown,3.0228766920571686,101.42034318280407,retail,shopping,Klang,Selangor
Unknown,3.02291780000338,101.42037959999908,retail,shopping,Klang,Selangor
Unknown,3.02295895000338,101.42041599999912,retail,shopping,Klang,Selangor
Unknown,3.0230001000033746,101.42045239999908,retail,shopping,Klang,Selangor
Unknown,3.023041250003379,101.42048879999906,retail,shopping,Klang,Selangor
Unknown,3.023082400003377,101.42052519999908,retail,shopping,Klang,Selangor
Unknown,3.023123550003383,101.42056159999908,retail,shopping,Klang,Selangor
Unknown,3.023164742063234,101.4205979828094,retail,shopping,Klang,Selangor
Unknown,3.023205857943525,101.42063441718872,retail,shopping,Klang,Selangor
Unknown,3.023247042063236,101.42067078280944,retail,shopping,Klang,Selangor
Unknown,3.023288157943525,101.42070721718872,retail,shopping,Klang,Selangor
Unknown,3.0234580500004737,101.42712369999994,swimming_pool,exercise,Klang,Selangor
Unknown,3.020286957980844,101.4295775708234,apartments,residential,Klang,Selangor
Unknown,3.0205016157051894,101.42863556134672,apartments,residential,Klang,Selangor
Unknown,3.021201800001758,101.43054655000108,retail,shopping,Klang,Selangor
Unknown,3.021152150001755,101.43056985000106,retail,shopping,Klang,Selangor
Unknown,3.0211025000017577,101.43059315000104,retail,shopping,Klang,Selangor
Unknown,3.021052850001756,101.43061650000104,retail,shopping,Klang,Selangor
Unknown,3.021003200001757,101.43063985000106,retail,shopping,Klang,Selangor
Unknown,3.0209535500017566,101.43066315000108,retail,shopping,Klang,Selangor
Unknown,3.020903900001757,101.43068645000103,retail,shopping,Klang,Selangor
Unknown,3.020854200001759,101.43070975000106,retail,shopping,Klang,Selangor
Unknown,3.0208045500017566,101.43073305000108,retail,shopping,Klang,Selangor
Unknown,3.0207548959837425,101.43075636181504,retail,shopping,Klang,Selangor
Unknown,3.020705254033529,101.43077973820722,retail,shopping,Klang,Selangor
Unknown,3.0206556000017577,101.43080305000107,retail,shopping,Klang,Selangor
Unknown,3.0206059500017566,101.43082635000106,retail,shopping,Klang,Selangor
Unknown,3.020504911909004,101.43087672419378,retail,shopping,Klang,Selangor
Unknown,3.02045538809444,101.43089997580827,retail,shopping,Klang,Selangor
Unknown,3.020405811915541,101.43092317421711,retail,shopping,Klang,Selangor
Unknown,3.0203562880944395,101.4309464758083,retail,shopping,Klang,Selangor
Unknown,3.02030671191554,101.43096967421717,retail,shopping,Klang,Selangor
Unknown,3.020257188094438,101.43099297580828,retail,shopping,Klang,Selangor
Unknown,3.0202076119155423,101.43101617421716,retail,shopping,Klang,Selangor
Unknown,3.0201580880944388,101.43103947580828,retail,shopping,Klang,Selangor
Unknown,3.0201085119155406,101.43106267421716,retail,shopping,Klang,Selangor
Unknown,3.020058988094437,101.43108597580829,retail,shopping,Klang,Selangor
Unknown,3.020009411915542,101.43110917421714,retail,shopping,Klang,Selangor
Unknown,3.0199598880944385,101.4311324758083,retail,shopping,Klang,Selangor
Unknown,3.01991030000172,101.43115570000104,retail,shopping,Klang,Selangor
Unknown,3.0198607500017207,101.43117895000104,retail,shopping,Klang,Selangor
Unknown,3.01981120000172,101.43120215000104,retail,shopping,Klang,Selangor
Unknown,3.0164476531619817,101.42797945160278,retail,shopping,Klang,Selangor
Unknown,3.016435219531883,101.42803990128164,retail,shopping,Klang,Selangor
Unknown,3.016426150005108,101.42809475,retail,shopping,Klang,Selangor
Unknown,3.016417050005108,101.42814959999995,retail,shopping,Klang,Selangor
Unknown,3.0164079804783257,101.42820439871832,retail,shopping,Klang,Selangor
Unknown,3.0163989195409417,101.42825925128716,retail,shopping,Klang,Selangor
Unknown,3.0163898500051127,101.4283141,retail,shopping,Klang,Selangor
Unknown,3.0163807804783205,101.42836889871828,retail,shopping,Klang,Selangor
Unknown,3.0163717195318887,101.42842370128164,retail,shopping,Klang,Selangor
Unknown,3.016362650005106,101.42847855,retail,shopping,Klang,Selangor
Unknown,3.016353550005107,101.42853339999998,retail,shopping,Klang,Selangor
Unknown,3.016344500005097,101.4285882,retail,shopping,Klang,Selangor
Unknown,3.0163354500051174,101.42864304999996,retail,shopping,Klang,Selangor
Unknown,3.0163263500051074,101.4286979,retail,shopping,Klang,Selangor
Unknown,3.016317280478321,101.4287526987183,retail,shopping,Klang,Selangor
Unknown,3.016308219540951,101.42880755128716,retail,shopping,Klang,Selangor
Unknown,3.0162991500051075,101.42886239999996,retail,shopping,Klang,Selangor
Unknown,3.0161782872241973,101.42801940940709,retail,shopping,Klang,Selangor
Unknown,3.016157479752118,101.428119530429,retail,shopping,Klang,Selangor
Unknown,3.0161483202570767,101.42817326957096,retail,shopping,Klang,Selangor
Unknown,3.0161392500045965,101.42822699999996,retail,shopping,Klang,Selangor
Unknown,3.0161301993373737,101.42828073177128,retail,shopping,Klang,Selangor
Unknown,3.016121100671824,101.4283344682287,retail,shopping,Klang,Selangor
Unknown,3.0161120797521166,101.42838823042902,retail,shopping,Klang,Selangor
Unknown,3.016102920257077,101.42844196957093,retail,shopping,Klang,Selangor
Unknown,3.016093850004598,101.42849569999996,retail,shopping,Klang,Selangor
Unknown,3.016084779752117,101.42854943042902,retail,shopping,Klang,Selangor
Unknown,3.016075620257076,101.42860316957092,retail,shopping,Klang,Selangor
Unknown,3.0160665797521164,101.428656930429,retail,shopping,Klang,Selangor
Unknown,3.016057439816295,101.42871067091572,retail,shopping,Klang,Selangor
Unknown,3.0160484304296187,101.42876439865672,retail,shopping,Klang,Selangor
Unknown,3.016039379752117,101.42881813042898,retail,shopping,Klang,Selangor
Unknown,3.016277169346916,101.42897490123978,retail,shopping,Klang,Selangor
Unknown,3.016267819824449,101.42902851935538,retail,shopping,Klang,Selangor
Unknown,3.016258560817533,101.42908217940033,retail,shopping,Klang,Selangor
Unknown,3.016249200004728,101.42913579999998,retail,shopping,Klang,Selangor
Unknown,3.016239869346917,101.42918940123978,retail,shopping,Klang,Selangor
Unknown,3.016230530662545,101.42924299876016,retail,shopping,Klang,Selangor
Unknown,3.016221200004728,101.42929659999996,retail,shopping,Klang,Selangor
Unknown,3.0162118693469164,101.42935020123976,retail,shopping,Klang,Selangor
Unknown,3.0162025500047327,101.42940384999996,retail,shopping,Klang,Selangor
Unknown,3.016193230662546,101.4294574987602,retail,shopping,Klang,Selangor
Unknown,3.016183869346917,101.4295111012398,retail,shopping,Klang,Selangor
Unknown,3.0161745500047323,101.42956469999996,retail,shopping,Klang,Selangor
Unknown,3.016165230662545,101.4296182987602,retail,shopping,Klang,Selangor
Unknown,3.016155900004729,101.4296719,retail,shopping,Klang,Selangor
Unknown,3.016146539191934,101.42972552059962,retail,shopping,Klang,Selangor
Unknown,3.0161372608175268,101.42977917940031,retail,shopping,Klang,Selangor
Unknown,3.015879329659257,101.42973763058006,retail,shopping,Klang,Selangor
Unknown,3.015888620360708,101.42968386941752,retail,shopping,Klang,Selangor
Unknown,3.0158980500045893,101.42963014999997,retail,shopping,Klang,Selangor
Unknown,3.015907450004593,101.42957644999998,retail,shopping,Klang,Selangor
Unknown,3.0159168296592584,101.42952273058008,retail,shopping,Klang,Selangor
Unknown,3.015926120360708,101.42946896941751,retail,shopping,Klang,Selangor
Unknown,3.0159355500045897,101.42941524999996,retail,shopping,Klang,Selangor
Unknown,3.0159449796484696,101.4293615305824,retail,shopping,Klang,Selangor
Unknown,3.0159543000045823,101.42930779999998,retail,shopping,Klang,Selangor
Unknown,3.0159636203607123,101.42925406941757,retail,shopping,Klang,Selangor
Unknown,3.0159730500045843,101.42920034999992,retail,shopping,Klang,Selangor
Unknown,3.015982479648469,101.4291466305824,retail,shopping,Klang,Selangor
Unknown,3.015991770349917,101.42909286941988,retail,shopping,Klang,Selangor
Unknown,3.016001150004589,101.42903914999998,retail,shopping,Klang,Selangor
Unknown,3.01601057964847,101.4289854305824,retail,shopping,Klang,Selangor
Unknown,3.016019950004593,101.42893169999996,retail,shopping,Klang,Selangor
Unknown,3.016118280953113,101.4298865489305,retail,shopping,Klang,Selangor
Unknown,3.0161088190675955,101.42994070107513,retail,shopping,Klang,Selangor
Unknown,3.0160993500053657,101.42999485,retail,shopping,Klang,Selangor
Unknown,3.0160899000053694,101.43004899999998,retail,shopping,Klang,Selangor
Unknown,3.016080450005372,101.43010314999998,retail,shopping,Klang,Selangor
Unknown,3.016070980943114,101.43015729892484,retail,shopping,Klang,Selangor
Unknown,3.016061519057617,101.43021145106944,retail,shopping,Klang,Selangor
Unknown,3.016052112780936,101.4302655798803,retail,shopping,Klang,Selangor
Unknown,3.0160425872297885,101.43031972011964,retail,shopping,Klang,Selangor
Unknown,3.016033181833003,101.43037388095088,retail,shopping,Klang,Selangor
Unknown,3.016023668166404,101.43042801905102,retail,shopping,Klang,Selangor
Unknown,3.01601425000536,101.43048215,retail,shopping,Klang,Selangor
Unknown,3.016004780943129,101.43053629892484,retail,shopping,Klang,Selangor
Unknown,3.015995319057613,101.43059045106946,retail,shopping,Klang,Selangor
Unknown,3.0159858500053605,101.4306446,retail,shopping,Klang,Selangor
Unknown,3.0159764000053646,101.43069875,retail,shopping,Klang,Selangor
Unknown,3.015724490293031,101.43065712103014,retail,shopping,Klang,Selangor
Unknown,3.0157336293452404,101.43060338035905,retail,shopping,Klang,Selangor
Unknown,3.015742680359365,101.43054964861236,retail,shopping,Klang,Selangor
Unknown,3.0157516902930457,101.43049592103011,retail,shopping,Klang,Selangor
Unknown,3.015760829345235,101.430442180359,retail,shopping,Klang,Selangor
Unknown,3.0157698803593656,101.4303884486124,retail,shopping,Klang,Selangor
Unknown,3.015778890293041,101.43033472103014,retail,shopping,Klang,Selangor
Unknown,3.0157880293452357,101.430280980359,retail,shopping,Klang,Selangor
Unknown,3.015797080359365,101.43022724861238,retail,shopping,Klang,Selangor
Unknown,3.0158060902930406,101.43017352103011,retail,shopping,Klang,Selangor
Unknown,3.015815229345236,101.430119780359,retail,shopping,Klang,Selangor
Unknown,3.015824300004472,101.43006604999997,retail,shopping,Klang,Selangor
Unknown,3.015833320653317,101.43001231964344,retail,shopping,Klang,Selangor
Unknown,3.01584242934524,101.429958580359,retail,shopping,Klang,Selangor
Unknown,3.0158515000044672,101.42990485,retail,shopping,Klang,Selangor
Unknown,3.0158605510084584,101.42985111825436,retail,shopping,Klang,Selangor
Unknown,3.015958430706048,101.430804848815,retail,shopping,Klang,Selangor
Unknown,3.015949150005171,101.43085924999998,retail,shopping,Klang,Selangor
Unknown,3.015939850005171,101.43091364999998,retail,shopping,Klang,Selangor
Unknown,3.0159305500051663,101.43096805,retail,shopping,Klang,Selangor
Unknown,3.015921238166082,101.43102247050145,retail,shopping,Klang,Selangor
Unknown,3.0159120618442627,101.4310769294985,retail,shopping,Klang,Selangor
Unknown,3.015902750005177,101.43113135,retail,shopping,Klang,Selangor
Unknown,3.015893450005171,101.43118574999995,retail,shopping,Klang,Selangor
Unknown,3.0158841500051765,101.43124014999998,retail,shopping,Klang,Selangor
Unknown,3.015874869304288,101.43129455118496,retail,shopping,Klang,Selangor
Unknown,3.015865630706048,101.43134894881496,retail,shopping,Klang,Selangor
Unknown,3.015856318868055,101.43140336930996,retail,shopping,Klang,Selangor
Unknown,3.0158470811422924,101.43145783069,retail,shopping,Klang,Selangor
Unknown,3.0155874302044907,101.43141818074515,retail,shopping,Klang,Selangor
Unknown,3.0155968698050777,101.4313643192548,retail,shopping,Klang,Selangor
Unknown,3.015606430204497,101.4313104807452,retail,shopping,Klang,Selangor
Unknown,3.015615889072017,101.43125662046027,retail,shopping,Klang,Selangor
Unknown,3.015625480753561,101.43120274879313,retail,shopping,Klang,Selangor
Unknown,3.0156350302044914,101.43114888074516,retail,shopping,Klang,Selangor
Unknown,3.0156444698050837,101.43109501925478,retail,shopping,Klang,Selangor
Unknown,3.0156540494448825,101.4310411819529,retail,shopping,Klang,Selangor
Unknown,3.015663550564684,101.43098731804704,retail,shopping,Klang,Selangor
Unknown,3.015673130204497,101.43093348074515,retail,shopping,Klang,Selangor
Unknown,3.015682569805078,101.43087961925478,retail,shopping,Klang,Selangor
Unknown,3.0156921000047925,101.43082575,retail,shopping,Klang,Selangor
Unknown,3.0157016494448827,101.43077188195296,retail,shopping,Klang,Selangor
Unknown,3.014380525559025,101.42949624747652,retail,shopping,Klang,Selangor
Unknown,3.014373680153059,101.4295633984581,retail,shopping,Klang,Selangor
Unknown,3.0143637198564965,101.4296219015418,retail,shopping,Klang,Selangor
Unknown,3.014353807981008,101.42968042860883,retail,shopping,Klang,Selangor
Unknown,3.0143438198430705,101.42973895153698,retail,shopping,Klang,Selangor
Unknown,3.014333852330668,101.42979746830676,retail,shopping,Klang,Selangor
Unknown,3.014323919856492,101.4298560015418,retail,shopping,Klang,Selangor
Unknown,3.014313980153064,101.42991449845812,retail,shopping,Klang,Selangor
Unknown,3.014304047678888,101.42997303169318,retail,shopping,Klang,Selangor
Unknown,3.0142941000047703,101.43003154999997,retail,shopping,Klang,Selangor
Unknown,3.0142841221771137,101.43009006984768,retail,shopping,Klang,Selangor
Unknown,3.0146558500044107,101.43021764999996,retail,shopping,Klang,Selangor
Unknown,3.0146658500044103,101.43015874999996,retail,shopping,Klang,Selangor
Unknown,3.0146758500044117,101.43009984999998,retail,shopping,Klang,Selangor
Unknown,3.0146858700471397,101.43004095168986,retail,shopping,Klang,Selangor
Unknown,3.014695929961684,101.42998204831012,retail,shopping,Klang,Selangor
Unknown,3.014705950004406,101.42992314999996,retail,shopping,Klang,Selangor
Unknown,3.014715950004406,101.42986424999998,retail,shopping,Klang,Selangor
Unknown,3.014725950004415,101.42980534999997,retail,shopping,Klang,Selangor
Unknown,3.0147359500044058,101.42974644999995,retail,shopping,Klang,Selangor
Unknown,3.014745970047139,101.4296875516898,retail,shopping,Klang,Selangor
Unknown,3.0149929800139894,101.42962975316728,retail,shopping,Klang,Selangor
Unknown,3.0149795000041038,101.42972344999998,retail,shopping,Klang,Selangor
Unknown,3.014969500004099,101.42978219999998,retail,shopping,Klang,Selangor
Unknown,3.01495952567948,101.42984097982382,retail,shopping,Klang,Selangor
Unknown,3.01494949449499,101.42989972197591,retail,shopping,Klang,Selangor
Unknown,3.014939550004103,101.42995849999998,retail,shopping,Klang,Selangor
Unknown,3.014929579823325,101.4300172482022,retail,shopping,Klang,Selangor
Unknown,3.014919600004104,101.43007599999996,retail,shopping,Klang,Selangor
Unknown,3.014909600004104,101.43013474999997,retail,shopping,Klang,Selangor
Unknown,3.014899620192128,101.43019350180346,retail,shopping,Klang,Selangor
Unknown,3.014876800003992,101.43036874999996,retail,shopping,Klang,Selangor
Unknown,3.0148676500039926,101.43042239999996,retail,shopping,Klang,Selangor
Unknown,3.014858500003992,101.43047604999998,retail,shopping,Klang,Selangor
Unknown,3.014849427757778,101.43052973014748,retail,shopping,Klang,Selangor
Unknown,3.0148402722502103,101.43058336985246,retail,shopping,Klang,Selangor
Unknown,3.0148311500039924,101.43063704999996,retail,shopping,Klang,Selangor
Unknown,3.014822000003992,101.4306907,retail,shopping,Klang,Selangor
Unknown,3.0148129000039825,101.43074434999996,retail,shopping,Klang,Selangor
Unknown,3.014803797611669,101.43079803169564,retail,shopping,Klang,Selangor
Unknown,3.014794602396329,101.43085166830431,retail,shopping,Klang,Selangor
Unknown,3.014785500003991,101.43090534999996,retail,shopping,Klang,Selangor
Unknown,3.014532742842857,101.43091547158669,retail,shopping,Klang,Selangor
Unknown,3.014541927124064,101.43086183003643,retail,shopping,Klang,Selangor
Unknown,3.0145510029186,101.4308081683375,retail,shopping,Klang,Selangor
Unknown,3.014560150003811,101.43075449999996,retail,shopping,Klang,Selangor
Unknown,3.01456927713963,101.43070083003632,retail,shopping,Klang,Selangor
Unknown,3.014578342842857,101.43064717158668,retail,shopping,Klang,Selangor
Unknown,3.014587530044824,101.430593498375,retail,shopping,Klang,Selangor
Unknown,3.014596650003812,101.43053984999996,retail,shopping,Klang,Selangor
Unknown,3.0146057500038164,101.4304862,retail,shopping,Klang,Selangor
Unknown,3.014614850003817,101.43043249999997,retail,shopping,Klang,Selangor
Unknown,3.014623972880412,101.43037881994609,retail,shopping,Klang,Selangor
Unknown,3.015429468225454,101.42752921892225,retail,shopping,Klang,Selangor
Unknown,3.015439100005269,101.42747559999998,retail,shopping,Klang,Selangor
Unknown,3.0154487000052748,101.42742199999998,retail,shopping,Klang,Selangor
Unknown,3.015458300005265,101.42736839999996,retail,shopping,Klang,Selangor
Unknown,3.0154679000052647,101.4273148,retail,shopping,Klang,Selangor
Unknown,3.0154775317850904,101.4272611810777,retail,shopping,Klang,Selangor
Unknown,3.015487100005269,101.42720754999996,retail,shopping,Klang,Selangor
Unknown,3.01549670000528,101.42715394999998,retail,shopping,Klang,Selangor
Unknown,3.0155063000052644,101.42710035,retail,shopping,Klang,Selangor
Unknown,3.0155159000052696,101.42704674999996,retail,shopping,Klang,Selangor
Unknown,3.0155254682254484,101.42699311892224,retail,shopping,Klang,Selangor
Unknown,3.015535081094457,101.42693949898285,retail,shopping,Klang,Selangor
Unknown,3.0155446500052805,101.42688589999996,retail,shopping,Klang,Selangor
Unknown,3.0155542500052754,101.42683229999996,retail,shopping,Klang,Selangor
Unknown,3.0151211047788733,101.4292307899447,retail,shopping,Klang,Selangor
Unknown,3.0151387000051373,101.42915309999998,retail,shopping,Klang,Selangor
Unknown,3.015148400005142,101.42909899999998,retail,shopping,Klang,Selangor
Unknown,3.0151580809652363,101.42904484890803,retail,shopping,Klang,Selangor
Unknown,3.015167750005141,101.4289907,retail,shopping,Klang,Selangor
Unknown,3.0151774500051465,101.42893659999996,retail,shopping,Klang,Selangor
Unknown,3.0151871500051364,101.42888244999996,retail,shopping,Klang,Selangor
Unknown,3.0151968500051365,101.42882829999996,retail,shopping,Klang,Selangor
Unknown,3.01520651903506,101.42877420108614,retail,shopping,Klang,Selangor
Unknown,3.015216200005137,101.42872005,retail,shopping,Klang,Selangor
Unknown,3.015225900005137,101.42866589999996,retail,shopping,Klang,Selangor
Unknown,3.015235600005137,101.42861179999996,retail,shopping,Klang,Selangor
Unknown,3.0152452809652317,101.42855764890804,retail,shopping,Klang,Selangor
Unknown,3.015275919074326,101.42839175111206,retail,shopping,Klang,Selangor
Unknown,3.0152855308389483,101.42833828092937,retail,shopping,Klang,Selangor
Unknown,3.0152951000049235,101.4282848,retail,shopping,Klang,Selangor
Unknown,3.015304680920931,101.4282312988824,retail,shopping,Klang,Selangor
Unknown,3.0153142500049377,101.4281778,retail,shopping,Klang,Selangor
Unknown,3.0153238191553107,101.42812431907068,retail,shopping,Klang,Selangor
Unknown,3.0153334190743366,101.42807085111204,retail,shopping,Klang,Selangor
Unknown,3.0153430000049224,101.42801734999998,retail,shopping,Klang,Selangor
Unknown,3.015352580935534,101.42796384888791,retail,shopping,Klang,Selangor
Unknown,3.015362150004928,101.42791035,retail,shopping,Klang,Selangor
Unknown,3.015371780854556,101.42785688092926,retail,shopping,Klang,Selangor
Unknown,3.0153813190889176,101.42780340111756,retail,shopping,Klang,Selangor
Unknown,3.0153909000049337,101.42774989999997,retail,shopping,Klang,Selangor
Unknown,3.0154004809209307,101.4276963988824,retail,shopping,Klang,Selangor
Unknown,3.0168017636986697,101.43025474451817,apartments,residential,Klang,Selangor
Unknown,3.0177399752071885,101.43038680224215,apartments,residential,Klang,Selangor
Unknown,3.0188107103378057,101.42882742506316,apartments,residential,Klang,Selangor
Unknown,3.0185268824562206,101.43048535414016,apartments,residential,Klang,Selangor
Unknown,3.0193393368685526,101.43052629708085,apartments,residential,Klang,Selangor
Unknown,3.0191945639645037,101.42975852198856,apartments,residential,Klang,Selangor
Unknown,3.019379355608563,101.42867240334914,apartments,residential,Klang,Selangor
Unknown,3.0175629179463765,101.42748779667156,apartments,residential,Klang,Selangor
Unknown,3.017566509988912,101.4267802867371,apartments,residential,Klang,Selangor
Unknown,3.0181171385092345,101.42654871247282,apartments,residential,Klang,Selangor
Unknown,3.0041693975420825,101.78175443897652,industrial,work,Hulu Langat,Selangor
Unknown,3.0028548301783387,101.78125280902904,industrial,work,Hulu Langat,Selangor
Unknown,3.0027565960592493,101.7806898253464,industrial,work,Hulu Langat,Selangor
Unknown,3.002488413309504,101.78329250229385,place_of_worship,community,Hulu Langat,Selangor
Unknown,2.9988551263485728,101.77595392232838,industrial,work,Hulu Langat,Selangor
Unknown,3.009363367368569,101.8153653757185,pitch,exercise,Hulu Langat,Selangor
Unknown,3.0093685072468497,101.81521117833024,pitch,exercise,Hulu Langat,Selangor
Unknown,3.00762445010056,101.81371520001272,parking,transport,Hulu Langat,Selangor
Unknown,3.003792161479742,101.81358443937388,pitch,exercise,Hulu Langat,Selangor
Unknown,3.0033323720145613,101.81178309040712,pitch,exercise,Hulu Langat,Selangor
Unknown,3.003145550017092,101.81157554999932,pitch,exercise,Hulu Langat,Selangor
Unknown,3.00200829601401,101.81161631593676,pitch,exercise,Hulu Langat,Selangor
Unknown,3.001589750034563,101.81226410001958,parking,transport,Hulu Langat,Selangor
Unknown,3.037513328944001,101.78435650269874,retail,shopping,Hulu Langat,Selangor
Unknown,3.038096880162427,101.78437505165437,retail,shopping,Hulu Langat,Selangor
Unknown,3.0380194224303,101.7843775041088,retail,shopping,Hulu Langat,Selangor
Unknown,3.0379530000003903,101.78437509999988,retail,shopping,Hulu Langat,Selangor
Unknown,3.0378956025953125,101.7843729760553,retail,shopping,Hulu Langat,Selangor
Unknown,3.0378382000003903,101.78437084999992,retail,shopping,Hulu Langat,Selangor
Unknown,3.037780800000389,101.78436874999991,retail,shopping,Hulu Langat,Selangor
Unknown,3.0377234000003908,101.7843666499999,retail,shopping,Hulu Langat,Selangor
Unknown,3.0376660000003897,101.78436454999988,retail,shopping,Hulu Langat,Selangor
Unknown,3.037608600000389,101.78436244999988,retail,shopping,Hulu Langat,Selangor
Unknown,3.0374858212454265,101.7841217601542,retail,shopping,Hulu Langat,Selangor
Unknown,3.037554475487866,101.78411797262795,retail,shopping,Hulu Langat,Selangor
Unknown,3.0381036808921142,101.78413096143372,retail,shopping,Hulu Langat,Selangor
Unknown,3.038027221827837,101.78412575005753,retail,shopping,Hulu Langat,Selangor
Unknown,3.037614122061384,101.78411900289132,retail,shopping,Hulu Langat,Selangor
Unknown,3.0376726779394128,101.78411989710854,retail,shopping,Hulu Langat,Selangor
Unknown,3.037731222061384,101.78412090289132,retail,shopping,Hulu Langat,Selangor
Unknown,3.037789775504597,101.784121821614,retail,shopping,Hulu Langat,Selangor
Unknown,3.037848324500363,101.78412282838678,retail,shopping,Hulu Langat,Selangor
Unknown,3.0379068755045977,101.78412372161404,retail,shopping,Hulu Langat,Selangor
Unknown,3.037965402434968,101.7841247255096,retail,shopping,Hulu Langat,Selangor
Unknown,3.0011723955685405,101.47521470491677,retail,shopping,Klang,Selangor
Unknown,3.000844450004996,101.47607545000004,retail,shopping,Klang,Selangor
Unknown,3.000865600004985,101.47601875000004,retail,shopping,Klang,Selangor
Unknown,3.0008867500050007,101.47596205000004,retail,shopping,Klang,Selangor
Unknown,3.0009079500049958,101.47590535000008,retail,shopping,Klang,Selangor
Unknown,3.000929100004994,101.47584865000006,retail,shopping,Klang,Selangor
Unknown,3.000950250004997,101.47579200000008,retail,shopping,Klang,Selangor
Unknown,3.000971400004994,101.47573535000004,retail,shopping,Klang,Selangor
Unknown,3.000992550004996,101.47567865000003,retail,shopping,Klang,Selangor
Unknown,3.001013750004997,101.47562195000006,retail,shopping,Klang,Selangor
Unknown,3.001034900005002,101.47556525000006,retail,shopping,Klang,Selangor
Unknown,3.0010560500049968,101.47550855000009,retail,shopping,Klang,Selangor
Unknown,3.0010772000049912,101.47545190000004,retail,shopping,Klang,Selangor
Unknown,3.001098350004992,101.47539525000003,retail,shopping,Klang,Selangor
Unknown,3.001119550005001,101.47533855000005,retail,shopping,Klang,Selangor
Unknown,3.001140700004999,101.47528185000004,retail,shopping,Klang,Selangor
Unknown,3.001469622718955,101.47532461937033,retail,shopping,Klang,Selangor
Unknown,3.0014478500049737,101.47539330000006,retail,shopping,Klang,Selangor
Unknown,3.001426250004969,101.47545000000008,retail,shopping,Klang,Selangor
Unknown,3.001404624820285,101.4755066644698,retail,shopping,Klang,Selangor
Unknown,3.001383075189663,101.47556333553032,retail,shopping,Klang,Selangor
Unknown,3.001361450004981,101.47562000000006,retail,shopping,Klang,Selangor
Unknown,3.0013398500049653,101.47567670000008,retail,shopping,Klang,Selangor
Unknown,3.001318250004973,101.47573340000004,retail,shopping,Klang,Selangor
Unknown,3.0012966500049774,101.47579010000004,retail,shopping,Klang,Selangor
Unknown,3.001275014477709,101.47584679835556,retail,shopping,Klang,Selangor
Unknown,3.001253374805679,101.47590346446952,retail,shopping,Klang,Selangor
Unknown,3.0012318252042727,101.47596013553064,retail,shopping,Klang,Selangor
Unknown,3.0012102000049867,101.47601680000004,retail,shopping,Klang,Selangor
Unknown,3.0011885855322404,101.47607350164458,retail,shopping,Klang,Selangor
Unknown,3.001166950004973,101.47613020000006,retail,shopping,Klang,Selangor
Unknown,3.0011453500049723,101.47618690000007,retail,shopping,Klang,Selangor
Unknown,3.0009357646137262,101.47676114847631,retail,shopping,Klang,Selangor
Unknown,3.0009551353945088,101.47670945152372,retail,shopping,Klang,Selangor
Unknown,3.000974525261261,101.4766577353751,retail,shopping,Klang,Selangor
Unknown,3.00099386462598,101.47660599848668,retail,shopping,Klang,Selangor
Unknown,3.00101323538226,101.47655430151342,retail,shopping,Klang,Selangor
Unknown,3.0010325747469846,101.47650256462498,retail,shopping,Klang,Selangor
Unknown,3.0010519646137315,101.47645084847638,retail,shopping,Klang,Selangor
Unknown,3.001071335394509,101.47639915152376,retail,shopping,Klang,Selangor
Unknown,3.001090725261261,101.4763474353751,retail,shopping,Klang,Selangor
Unknown,3.00111006462598,101.47629569848668,retail,shopping,Klang,Selangor
Unknown,3.013435839131665,101.42877352153045,retail,shopping,Klang,Selangor
Unknown,3.013353100000613,101.4287617999994,retail,shopping,Klang,Selangor
Unknown,3.0132985201999896,101.42875191141374,retail,shopping,Klang,Selangor
Unknown,3.013243979801239,101.42874188858514,retail,shopping,Klang,Selangor
Unknown,3.0131894000006145,101.42873199999944,retail,shopping,Klang,Selangor
Unknown,3.0131348000006133,101.42872209999942,retail,shopping,Klang,Selangor
Unknown,3.0130802000006147,101.42871219999942,retail,shopping,Klang,Selangor
Unknown,3.01302560113201,101.42870228091378,retail,shopping,Klang,Selangor
Unknown,3.0129710179484537,101.42869234956092,retail,shopping,Klang,Selangor
Unknown,3.0129409500007887,101.42842024999942,retail,shopping,Klang,Selangor
Unknown,3.0130078500007893,101.42843244999943,retail,shopping,Klang,Selangor
Unknown,3.013074750000789,101.42844459999942,retail,shopping,Klang,Selangor
Unknown,3.01314165000079,101.42845674999944,retail,shopping,Klang,Selangor
Unknown,3.013208600000791,101.4284688999994,retail,shopping,Klang,Selangor
