scenario,cum_pop_share,cum_access_share
current,0.09993074569794791,0.0025213731033204077
current,0.10023933506743532,0.002544954862639379
current,0.10047077709455088,0.0025627299399974247
current,0.10057076790061255,0.002570424800285439
current,0.1007707495127359,0.002586025541890435
current,0.10089754126825182,0.002595944890461632
current,0.10109752288037517,0.002611612878211741
current,0.10125181756511888,0.0026237866269807853
current,0.10135180837118055,0.0026316765061605426
current,0.10139038204236647,0.0026347243448425453
current,0.10221452845321992,0.0026998527995249315
current,0.10259490371976766,0.0027302147343960886
current,0.10279488533189102,0.0027463717334889766
current,0.10292167708740693,0.002756643931765751
current,0.10332164031165363,0.0027890687811449964
current,0.10535985821297851,0.0029549474768065273
current,0.10555983982510186,0.002971317904150113
current,0.1057527081810315,0.0029871843374203793
current,0.10581610405878945,0.0029924151423236013
current,0.10601608567091281,0.003008959387440339
current,0.10611607647697448,0.003017250377057
current,0.10640725046287804,0.0030414016087298456
current,0.10644582413406396,0.003044611978169306
current,0.10650922001182192,0.0030499029815287204
current,0.10658636735419377,0.003056393093236765
current,0.10678634896631713,0.0030732271565786775
current,0.1068863397723788,0.003081751108023857
current,0.10808622944511889,0.0031851025083493266
current,0.10823181643807067,0.003197773541819331
current,0.10842200407134454,0.003214416738795088
current,0.1086219856834679,0.003231929153091957
current,0.10866055935465382,0.003235317355975242
current,0.11026041225164061,0.0033761167133144914
current,0.11040599924459239,0.003388965107114848
current,0.11069717323049595,0.003414726565074242
current,0.11084276022344773,0.003427652006572406
current,0.11114273264163275,0.0034545052328840927
current,0.11128831963458453,0.0034676682724483513
current,0.11135171551234249,0.0034734143373824806
current,0.11185166954265086,0.0035189254517534315
current,0.11295156840932927,0.0036195589643820384
current,0.1129901420805152,0.0036230993969796708
current,0.11313572907346697,0.0036364842190554276
current,0.1131743027446529,0.0036400628487342573
current,0.11361106372350824,0.0036805899204512276
current,0.11373785547902415,0.003692355892644263
current,0.113815002821396,0.0036995635239413655
current,0.11396929750613971,0.00371405906284678
current,0.11400787117732564,0.00371770864519184
current,0.1142393132044412,0.0037397115684191023
current,0.11511283516215186,0.003822835568967093
current,0.11530302279542573,0.003841015641391868
current,0.1154030136014874,0.003850612350817308
